engine_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,RUL,sensor_measurement_2_ma,sensor_measurement_2_ema,sensor_measurement_2_diff,sensor_measurement_2_z
73,65,-0.0039,-0.0003,100.0,642.92,1598.4,1411.59,21.61,552.65,2388.17,9047.71,47.64,520.89,2388.15,8118.85,8.4773,0.03,394,2388,100.0,38.74,23.3093,148,642.766,642.8174872634395,0.2599999999999909,0.4780935587960735
80,86,0.0014,-0.0003,100.0,642.95,1590.41,1411.49,21.61,552.93,2388.12,9063.71,47.57,521.51,2388.08,8138.47,8.4126,0.03,393,2388,100.0,38.82,23.3938,99,642.8040000000001,642.7778377436584,0.6200000000000045,0.5380886210903364
18,57,-0.0033,0.0003,100.0,642.32,1583.13,1402.57,21.61,554.41,2387.97,9065.29,47.33,522.37,2387.99,8140.55,8.3994,0.03,393,2388,100.0,39.06,23.3882,138,642.21,642.2048932588405,0.3100000000000591,-0.7218076870855454
100,186,0.0026,0.0004,100.0,643.61,1593.55,1425.32,21.61,552.28,2388.2,9066.46,48.06,520.66,2388.27,8138.08,8.4735,0.03,394,2388,100.0,38.51,23.1173,14,643.4660000000001,643.5073256156766,-0.3400000000000318,1.8579799915602535
32,76,0.0005,0.0001,100.0,642.16,1588.98,1404.54,21.61,553.23,2388.12,9050.2,47.6,521.4,2388.12,8132.14,8.464,0.03,393,2388,100.0,38.59,23.2645,115,642.77,642.6580976765728,-0.8999999999999773,-1.0417813526541897
66,169,0.0025,0.0004,100.0,643.24,1601.51,1420.05,21.61,552.21,2388.16,9063.12,47.91,520.15,2388.18,8143.87,8.4889,0.03,395,2388,100.0,38.44,23.2362,33,643.226,643.2684922531087,-0.0399999999999636,1.118040889933134
29,83,-0.0003,0.0004,100.0,642.96,1588.97,1411.11,21.61,553.63,2388.13,9067.49,47.64,521.69,2388.12,8138.66,8.417,0.03,393,2388,100.0,38.97,23.4481,80,642.608,642.7354391892562,-0.1499999999999772,0.5580869751883482
47,69,0.001,-0.0004,100.0,642.49,1584.51,1390.08,21.61,554.27,2388.06,9064.23,47.41,521.9,2388.02,8146.24,8.3737,0.03,390,2388,100.0,38.98,23.4571,145,642.18,642.2414546114278,0.3799999999999954,-0.381835667419117
66,148,0.0012,0.0001,100.0,642.87,1591.66,1418.66,21.61,552.68,2388.17,9066.51,47.84,520.62,2388.14,8142.83,8.469,0.03,394,2388,100.0,38.47,23.2967,54,642.912,642.8815728499445,0.0,0.3781017883060144
72,184,-0.0022,-0.0004,100.0,642.85,1591.85,1424.38,21.61,552.42,2388.21,9034.08,47.79,521.03,2388.23,8118.4,8.4974,0.03,395,2388,100.0,38.61,23.1739,29,643.216,643.091959001835,-0.2699999999999818,0.3381050801099907
45,41,0.0006,-0.0003,100.0,642.24,1586.62,1400.5,21.61,554.2,2387.97,9069.24,47.42,522.64,2387.97,8153.24,8.3765,0.03,391,2388,100.0,38.82,23.3982,117,642.0440000000001,642.1139312002997,0.1599999999999681,-0.8817945198698675
87,102,-0.0038,-0.0002,100.0,641.89,1595.96,1408.0,21.61,553.59,2388.07,9058.81,47.54,521.34,2388.08,8142.08,8.4299,0.03,393,2388,100.0,38.85,23.2702,76,642.49,642.4329095871226,-0.7400000000000091,-1.581736913300963
86,19,0.0022,-0.0001,100.0,642.39,1583.43,1404.43,21.61,553.24,2388.08,9060.48,47.51,521.61,2388.05,8140.3,8.4605,0.03,391,2388,100.0,38.74,23.3869,259,642.602,642.553442500152,-0.2599999999999909,-0.5818192083994627
12,63,-0.001,0.0001,100.0,642.57,1592.3,1409.09,21.61,553.21,2388.17,9044.16,47.54,521.54,2388.16,8127.36,8.4358,0.03,392,2388,100.0,38.83,23.312,107,642.586,642.5418213396063,0.3600000000000136,-0.2218488346347951
40,24,0.0017,-0.0003,100.0,642.8,1588.47,1408.76,21.61,552.88,2388.18,9057.23,47.61,521.41,2388.14,8137.74,8.4263,0.03,395,2388,100.0,38.83,23.2815,164,642.644,642.7181484623206,0.4199999999999591,0.2381133096197042
37,158,-0.0017,-0.0001,100.0,643.56,1596.53,1427.85,21.61,551.94,2388.17,9052.44,48.02,520.08,2388.24,8118.75,8.461,0.03,394,2388,100.0,38.5,23.0803,12,643.4860000000001,643.4776151259207,0.1299999999999954,1.757988221069967
58,119,0.0012,0.0003,100.0,642.51,1596.97,1407.82,21.61,552.49,2388.19,9059.96,47.77,520.96,2388.2,8128.94,8.4617,0.03,394,2388,100.0,38.59,23.2466,28,642.8439999999999,642.7816964426374,-0.2999999999999545,-0.3418389592230934
68,40,0.0001,0.0002,100.0,642.1,1586.49,1406.52,21.61,553.91,2388.08,9063.01,47.53,521.05,2388.08,8148.18,8.4325,0.03,393,2388,100.0,38.75,23.3531,159,642.526,642.490114682406,-0.75,-1.1617714772422605
23,163,0.0021,0.0005,100.0,643.58,1597.26,1424.4,21.61,551.72,2388.27,9049.13,48.12,520.51,2388.25,8133.24,8.5085,0.03,397,2388,100.0,38.49,23.0826,5,643.602,643.5163412809337,0.3600000000000136,1.7979849292662182
9,90,0.0024,0.0003,100.0,642.44,1584.42,1401.57,21.61,554.56,2388.04,9073.48,47.13,522.23,2388.03,8149.62,8.3955,0.03,392,2388,100.0,39.06,23.2989,111,642.0740000000001,642.162270834765,0.2300000000000182,-0.4818274379091762
95,246,-0.0012,-0.0002,100.0,643.3,1600.9,1413.57,21.61,552.54,2388.13,9101.05,47.69,521.21,2388.11,8167.64,8.4612,0.03,394,2388,100.0,38.67,23.1091,37,643.112,643.1650946160506,0.3700000000000045,1.238031014521205
4,160,-0.0004,0.0005,100.0,643.24,1597.66,1412.93,21.61,553.83,2388.07,9108.85,47.7,520.75,2388.11,8185.01,8.4473,0.03,393,2388,100.0,38.71,23.2558,29,642.8799999999999,642.9810069374714,0.4199999999999591,1.118040889933134
21,124,0.0003,-0.0005,100.0,642.82,1588.34,1411.5,21.61,553.4,2388.11,9062.02,47.6,520.98,2388.12,8146.12,8.4367,0.03,391,2388,100.0,38.89,23.4002,71,642.642,642.7069608178798,0.0800000000000409,0.2781100178159553
52,35,0.0019,0.0002,100.0,642.3,1587.16,1410.37,21.61,553.07,2388.12,9048.53,47.55,521.89,2388.12,8125.8,8.4273,0.03,392,2388,100.0,38.81,23.3821,178,642.4399999999999,642.4292298944431,-0.3799999999999954,-0.7618043952817964
21,171,0.0004,-0.0,100.0,642.93,1594.59,1416.98,21.61,552.45,2388.08,9111.28,47.72,520.61,2388.14,8175.93,8.4731,0.03,394,2388,100.0,38.71,23.2438,24,643.072,643.0873373281755,-0.4300000000000636,0.4980919128940853
49,204,-0.0024,-0.0003,100.0,643.64,1590.75,1423.68,21.61,551.43,2388.25,9070.09,48.1,519.26,2388.22,8134.48,8.5561,0.03,396,2388,100.0,38.55,23.1325,11,643.4860000000001,643.5424673603951,0.0599999999999454,1.9179750538542888
41,212,-0.0012,0.0005,100.0,643.91,1603.06,1423.13,21.61,551.85,2388.15,9149.0,48.25,520.08,2388.15,8214.56,8.551,0.03,396,2388,100.0,38.59,23.0281,4,643.606,643.6460876845291,-0.0400000000000773,2.457930614501063
34,113,-0.0004,0.0004,100.0,642.5,1586.36,1414.49,21.61,553.21,2388.03,9072.8,47.62,521.13,2388.1,8144.65,8.4723,0.03,394,2388,100.0,38.7,23.3738,82,642.5519999999999,642.5370148608074,0.2999999999999545,-0.3618373133211052
52,151,0.0029,-0.0002,100.0,643.25,1599.24,1421.93,21.61,553.16,2388.11,9068.19,47.59,520.44,2388.13,8139.76,8.425,0.03,393,2388,100.0,38.74,23.2025,62,642.982,643.0245509790623,0.3899999999999863,1.1380392440311458
83,82,0.0017,0.0003,100.0,642.2,1583.65,1397.34,21.61,555.22,2388.03,9060.7,47.19,522.22,2388.02,8134.2,8.4391,0.03,392,2388,100.0,39.19,23.3999,211,642.214,642.2117086426786,-0.25,-0.9617879362619148
55,108,0.0007,-0.0004,100.0,642.56,1587.67,1413.36,21.61,554.1,2388.06,9063.3,47.43,521.42,2388.16,8145.27,8.4583,0.03,394,2388,100.0,38.73,23.2382,85,642.574,642.5415513629504,0.5399999999999636,-0.2418471887330343
92,307,-0.0002,0.0004,100.0,643.83,1594.67,1421.64,21.61,552.55,2388.12,9112.34,47.95,520.51,2388.11,8180.51,8.4833,0.03,397,2388,100.0,38.39,23.1031,34,643.174,643.3067765752313,0.6000000000000227,2.297943781716969
64,251,0.0048,-0.0002,100.0,643.44,1593.83,1420.14,21.61,552.07,2388.17,9083.96,47.88,520.51,2388.16,8164.37,8.4637,0.03,395,2388,100.0,38.54,23.1174,32,643.3059999999999,643.3632345905694,-0.2099999999999227,1.5180079718938253
98,53,0.0003,0.0,100.0,642.13,1578.09,1406.78,21.61,553.9,2387.98,9071.23,47.43,522.07,2388.04,8149.6,8.4258,0.03,391,2388,100.0,38.91,23.4229,103,642.298,642.1927139839834,0.1899999999999408,-1.1017764149482248
33,13,-0.0041,-0.0,100.0,642.3,1581.8,1394.13,21.61,554.2,2387.99,9053.45,47.25,522.63,2388.0,8139.45,8.4064,0.03,391,2388,100.0,38.94,23.4752,187,642.0899999999999,642.0973077008027,0.0399999999999636,-0.7618043952817964
55,3,0.0012,-0.0,100.0,642.58,1591.48,1394.99,21.61,553.52,2388.11,9050.16,47.44,522.29,2388.12,8129.66,8.4301,0.03,392,2388,100.0,38.92,23.3784,190,642.872,642.8056558598489,0.4400000000000545,-0.2018504805367832
53,184,0.0028,-0.0002,100.0,643.98,1598.65,1425.08,21.61,552.12,2388.13,9138.55,48.04,520.05,2388.15,8209.84,8.4819,0.03,395,2388,100.0,38.51,23.1913,11,643.396,643.4718615443421,0.6499999999999773,2.597919093187373
51,50,-0.0015,0.0001,100.0,642.14,1583.81,1403.18,21.61,554.37,2388.06,9065.88,47.48,522.39,2387.97,8148.73,8.4097,0.03,391,2388,100.0,39.02,23.4311,163,642.042,642.0120427283696,0.4900000000000091,-1.081778060850213
71,134,-0.0026,-0.0003,100.0,642.54,1586.99,1415.12,21.61,552.61,2388.07,9062.17,47.37,521.59,2388.17,8140.37,8.4403,0.03,394,2388,100.0,38.9,23.2616,74,642.662,642.7095543846019,-0.4300000000000636,-0.2818438969290579
67,286,0.0022,0.0003,100.0,643.5,1597.98,1421.47,21.61,551.81,2388.15,9067.28,47.97,520.16,2388.17,8147.16,8.5185,0.03,395,2388,100.0,38.45,23.1018,27,643.5620000000001,643.4969258003639,0.3899999999999863,1.6379980964818963
64,4,0.0011,-0.0001,100.0,642.09,1592.03,1402.35,21.61,553.62,2388.07,9062.12,47.31,522.07,2388.07,8132.35,8.4306,0.03,393,2388,100.0,38.89,23.3541,279,642.632,642.5830847175089,-0.3099999999999454,-1.1817698313402722
98,136,-0.0006,0.0001,100.0,642.78,1592.86,1421.81,21.61,552.58,2388.2,9067.56,47.96,520.67,2388.14,8139.42,8.4943,0.03,395,2388,100.0,38.73,23.2364,20,643.0,643.0004575570398,-0.2100000000000363,0.1981166014236806
43,33,-0.0007,0.0004,100.0,642.42,1579.29,1400.17,21.61,554.0,2388.05,9046.8,47.24,522.43,2388.06,8139.86,8.4318,0.03,392,2388,100.0,39.04,23.3001,174,642.102,642.1940918064865,0.349999999999909,-0.5218241461054272
99,182,-0.0027,-0.0003,100.0,643.52,1605.33,1430.32,21.61,551.61,2388.26,9063.31,48.16,519.32,2388.27,8130.99,8.5124,0.03,393,2388,100.0,38.39,22.9674,3,643.5020000000001,643.533986764605,-0.2000000000000454,1.6779948046779198
5,157,0.0006,0.0001,100.0,642.13,1589.32,1404.11,21.61,554.02,2388.02,9076.39,47.44,521.76,2388.0,8159.66,8.412,0.03,393,2388,100.0,39.05,23.3554,112,642.3100000000001,642.2153351693944,-0.1100000000000136,-1.1017764149482248
53,168,0.0046,-0.0004,100.0,643.08,1600.46,1420.62,21.61,552.27,2388.12,9108.1,47.78,521.01,2388.08,8187.38,8.4817,0.03,395,2388,100.0,38.63,23.2471,27,643.1659999999999,643.1345252978874,-0.0199999999999818,0.7980672243647174
77,8,0.0001,-0.0,100.0,642.4,1587.29,1405.13,21.61,553.6,2388.11,9045.31,47.56,522.0,2388.1,8131.74,8.4239,0.03,393,2388,100.0,38.93,23.3802,146,642.4620000000001,642.4533138876349,0.1399999999999863,-0.5618208543014509
96,260,0.0019,-0.0003,100.0,642.74,1592.98,1414.04,21.61,552.96,2388.07,9061.14,47.51,520.97,2388.07,8139.49,8.4968,0.03,395,2388,100.0,38.62,23.1429,76,642.596,642.6487159542099,0.2599999999999909,0.1181231850316333
23,92,-0.0001,0.0004,100.0,642.81,1590.76,1414.95,21.61,552.76,2388.14,9049.24,47.58,521.15,2388.15,8123.74,8.4513,0.03,393,2388,100.0,38.67,23.2467,76,642.988,642.9745916042489,-0.5100000000001046,0.2581116637177161
64,163,-0.0004,-0.0001,100.0,642.71,1590.71,1409.2,21.61,552.76,2388.1,9067.87,47.61,521.41,2388.12,8146.21,8.4434,0.03,392,2388,100.0,38.84,23.2965,120,642.5200000000001,642.636312898615,-0.2300000000000182,0.0581281227375978
10,195,-0.0006,-0.0004,100.0,642.87,1591.89,1418.29,21.61,552.44,2388.15,9099.4,47.82,520.46,2388.11,8169.25,8.4724,0.03,394,2388,100.0,38.9,23.2763,27,643.1379999999999,643.2001191576298,-0.6899999999999409,0.3781017883060144
62,99,-0.0024,0.0003,100.0,642.78,1594.26,1415.34,21.61,553.14,2388.22,9056.32,47.64,520.81,2388.2,8134.35,8.4749,0.03,395,2388,100.0,38.69,23.1551,81,642.742,642.7371596673638,0.2599999999999909,0.1981166014236806
59,92,-0.001,0.0002,100.0,642.03,1579.32,1402.74,21.61,554.51,2388.05,9052.27,47.15,522.03,2388.06,8136.18,8.4194,0.03,390,2388,100.0,38.89,23.4079,139,642.298,642.2336191973661,-0.3899999999999863,-1.3017599559285704
33,17,-0.001,0.0005,100.0,641.93,1577.88,1388.35,21.61,555.01,2387.96,9058.57,47.06,523.07,2388.0,8145.63,8.3736,0.03,392,2388,100.0,38.98,23.3902,183,642.002,641.9413200396648,0.2199999999999136,-1.501743496908916
9,199,-0.0026,0.0002,100.0,643.69,1603.7,1429.19,21.61,551.71,2388.09,9220.88,47.82,520.5,2388.1,8272.83,8.5282,0.03,396,2388,100.0,38.4,23.0677,2,643.302,643.4300798311729,0.2300000000000182,2.017966824344576
33,90,-0.0015,-0.0003,100.0,641.75,1586.76,1401.33,21.61,554.14,2388.03,9062.75,47.3,521.86,2387.96,8145.51,8.429,0.03,393,2388,100.0,38.87,23.3823,110,642.164,642.1214368590878,-0.3600000000000136,-1.8617138706733565
1,167,0.0012,0.0003,100.0,643.02,1593.83,1414.72,21.61,552.57,2388.23,9042.05,47.85,520.49,2388.18,8122.41,8.4632,0.03,394,2388,100.0,38.77,23.3011,25,643.028,643.0607753478325,-0.32000000000005,0.6780770997764192
43,137,-0.0031,-0.0004,100.0,642.83,1586.39,1401.37,21.61,553.39,2388.15,9058.14,47.63,521.37,2388.11,8130.76,8.4777,0.03,392,2388,100.0,38.76,23.449,70,642.6460000000001,642.6602523236986,0.3700000000000045,0.2981083719139671
93,129,0.0016,-0.0002,100.0,643.09,1586.63,1419.79,21.61,552.89,2388.18,9070.53,47.68,520.63,2388.12,8138.75,8.4476,0.03,394,2388,100.0,38.93,23.2861,26,642.854,642.9039095744718,0.07000000000005,0.8180655784627293
54,79,0.003,0.0,100.0,642.18,1587.41,1400.15,21.61,554.84,2387.98,9058.9,47.21,521.69,2388.07,8141.49,8.4239,0.03,394,2388,100.0,38.99,23.4631,178,642.022,642.0935831980013,0.0899999999999181,-1.0017846444581655
25,87,0.0001,0.0001,100.0,642.85,1588.34,1405.95,21.61,553.61,2388.07,9044.12,47.59,521.39,2388.12,8129.73,8.4282,0.03,393,2388,100.0,38.93,23.3966,143,642.6960000000001,642.7705528349209,-0.1999999999999318,0.3381050801099907
15,85,-0.0001,-0.0002,100.0,642.12,1578.89,1394.12,21.61,554.02,2388.01,9053.48,47.26,522.16,2388.01,8142.01,8.4396,0.03,391,2388,100.0,39.17,23.4975,122,642.1539999999999,642.1418913504561,-0.0499999999999545,-1.1217747690462367
62,146,-0.0036,0.0003,100.0,643.09,1599.77,1423.12,21.61,553.17,2388.17,9055.57,47.81,520.39,2388.25,8132.9,8.524,0.03,394,2388,100.0,38.41,23.129,34,643.042,643.0384171871749,0.0099999999999909,0.8180655784627293
69,196,-0.0001,0.0004,100.0,642.52,1583.0,1410.31,21.61,553.48,2388.05,9058.36,47.52,521.84,2388.07,8133.55,8.4325,0.03,392,2388,100.0,38.91,23.3371,166,642.488,642.5371729234985,-0.0099999999999909,-0.3218406051250815
8,69,-0.0028,0.0002,100.0,643.06,1590.31,1411.5,21.61,553.19,2388.19,9046.08,47.57,520.99,2388.14,8127.49,8.4424,0.03,396,2388,100.0,38.79,23.2364,81,642.728,642.8184207325994,0.4699999999999136,0.7580705161684664
97,157,-0.0036,0.0005,100.0,642.26,1587.91,1407.48,21.61,553.6,2388.09,9097.29,47.56,521.42,2388.1,8168.7,8.4454,0.03,392,2388,100.0,38.85,23.2509,45,642.342,642.413886128814,-0.4700000000000273,-0.8417978116738438
98,139,0.0002,0.0001,100.0,643.33,1596.31,1413.42,21.61,552.67,2388.19,9063.7,48.1,520.44,2388.1,8139.1,8.478,0.03,393,2388,100.0,38.51,23.1215,17,643.126,643.2042096465304,0.1200000000000045,1.298026076815468
67,145,-0.0011,0.0004,100.0,642.06,1592.04,1405.31,21.61,553.92,2388.03,9064.62,47.57,521.3,2388.12,8143.27,8.4107,0.03,394,2388,100.0,38.86,23.3844,168,642.3599999999999,642.2583635523296,-0.2300000000000182,-1.241764893634535
11,100,0.0018,0.0,100.0,642.32,1587.87,1402.81,21.61,554.72,2388.04,9055.5,47.19,521.96,2388.04,8139.44,8.3896,0.03,392,2388,100.0,38.81,23.376,140,642.1519999999999,642.234902804192,0.1900000000000545,-0.7218076870855454
49,87,0.0023,0.0003,100.0,642.13,1594.83,1411.49,21.61,552.99,2388.11,9044.06,47.55,521.33,2388.09,8128.0,8.4635,0.03,393,2388,100.0,38.84,23.3938,128,642.686,642.5931477061027,-0.7699999999999818,-1.1017764149482248
96,287,0.0035,-0.0002,100.0,642.92,1599.22,1418.5,21.61,552.71,2388.18,9065.88,47.86,520.88,2388.12,8140.46,8.5066,0.03,396,2388,100.0,38.73,23.1783,49,642.954,642.8893343311892,0.0799999999999272,0.4780935587960735
18,24,0.0013,0.0005,100.0,642.08,1580.53,1397.51,21.61,554.78,2388.04,9058.98,47.28,522.47,2388.07,8144.71,8.3805,0.03,392,2388,100.0,39.0,23.4425,171,642.198,642.2014177780155,-0.6499999999999773,-1.201768185438284
52,29,0.0031,0.0003,100.0,642.15,1582.21,1406.01,21.61,553.58,2388.06,9046.07,47.64,521.62,2388.11,8126.76,8.4118,0.03,393,2388,100.0,38.86,23.2453,184,642.4259999999999,642.4426342663896,-0.6100000000000136,-1.0617797067522012
91,97,-0.0024,-0.0004,100.0,643.35,1593.93,1414.77,21.61,552.53,2388.19,9049.73,47.73,520.65,2388.21,8133.38,8.4733,0.03,394,2388,100.0,38.66,23.1952,38,643.014,643.0893617813413,0.6100000000000136,1.3380227850114914
29,78,0.0005,-0.0004,100.0,642.49,1592.98,1409.51,21.61,554.2,2388.14,9054.85,47.47,521.65,2388.15,8137.65,8.4343,0.03,394,2388,100.0,38.71,23.3257,85,642.542,642.5253663434135,-0.1499999999999772,-0.381835667419117
54,68,-0.0034,-0.0003,100.0,642.1,1590.38,1400.42,21.61,555.08,2388.07,9070.85,47.31,522.09,2388.02,8143.82,8.4191,0.03,393,2388,100.0,39.07,23.4073,189,642.174,642.1641712774903,-0.0299999999999727,-1.1617714772422605
74,155,-0.0013,0.0002,100.0,643.83,1598.91,1417.41,21.61,552.93,2388.27,9054.68,47.99,519.84,2388.28,8130.83,8.4984,0.03,395,2388,100.0,38.71,23.1676,11,643.39,643.503539004304,0.2800000000000864,2.297943781716969
64,223,-0.0035,0.0003,100.0,642.74,1602.2,1417.22,21.61,553.21,2388.14,9075.8,47.6,520.98,2388.14,8150.07,8.4694,0.03,394,2388,100.0,38.77,23.2635,60,643.0939999999999,643.0219966590848,-0.3099999999999454,0.1181231850316333
27,87,0.0021,-0.0003,100.0,642.63,1590.85,1411.77,21.61,553.85,2388.1,9067.17,47.61,521.42,2388.12,8147.15,8.4775,0.03,391,2388,100.0,38.7,23.2104,69,642.53,642.5799447972856,-0.2400000000000091,-0.1018587100467241
99,134,-0.0006,-0.0,100.0,642.18,1584.97,1408.22,21.61,553.65,2388.18,9062.28,47.34,521.55,2388.14,8134.13,8.4438,0.03,393,2388,100.0,38.83,23.2863,51,642.836,642.6966999221638,-1.1200000000000043,-1.0017846444581655
68,81,-0.0016,0.0001,100.0,642.84,1587.13,1405.45,21.61,552.98,2388.03,9067.69,47.57,521.89,2388.1,8153.07,8.4455,0.03,392,2388,100.0,38.97,23.2581,118,642.6099999999999,642.6028960549955,0.3700000000000045,0.3181067260119789
24,82,0.0012,-0.0001,100.0,642.84,1591.47,1409.12,21.61,553.98,2388.1,9067.19,47.3,522.04,2388.01,8146.68,8.4696,0.03,394,2388,100.0,38.84,23.3519,65,642.7040000000001,642.7401187510468,0.1200000000000045,0.3181067260119789
45,34,-0.0001,-0.0005,100.0,642.1,1592.79,1394.74,21.61,554.88,2388.04,9078.64,47.25,522.47,2387.95,8148.39,8.3669,0.03,391,2388,100.0,38.9,23.4692,124,642.1880000000001,642.163496367618,-0.0499999999999545,-1.1617714772422605
18,70,-0.0008,0.0004,100.0,641.9,1588.15,1403.54,21.61,554.31,2388.02,9071.02,47.07,521.73,2388.02,8144.13,8.3974,0.03,392,2388,100.0,38.76,23.3067,125,641.9959999999999,641.9790513500568,-0.0099999999999909,-1.5617385592029516
49,105,-0.0011,-0.0003,100.0,642.7,1594.92,1406.62,21.61,552.78,2388.15,9051.16,47.53,521.36,2388.18,8126.92,8.4663,0.03,393,2388,100.0,38.81,23.304,110,642.494,642.5565717472736,0.4400000000000545,0.038129768639586
87,173,0.0009,-0.0003,100.0,643.23,1594.31,1426.94,21.61,551.7,2388.26,9050.49,47.96,520.47,2388.27,8124.45,8.4905,0.03,395,2388,100.0,38.35,23.0811,5,643.592,643.4989695009959,-0.3400000000000318,1.0980425358351222
99,25,-0.0009,0.0004,100.0,642.1,1589.73,1394.99,21.61,553.33,2388.13,9056.55,47.36,522.05,2388.06,8136.86,8.414,0.03,391,2388,100.0,39.07,23.3418,160,642.234,642.213652039849,-0.0599999999999454,-1.1617714772422605
95,141,-0.0021,0.0005,100.0,642.59,1590.99,1400.57,21.61,553.63,2388.02,9076.59,47.23,522.4,2388.02,8151.05,8.409,0.03,392,2388,100.0,39.15,23.3256,142,642.448,642.4835171934592,0.2000000000000454,-0.1818521264387714
24,36,-0.0027,0.0003,100.0,642.49,1590.94,1407.83,21.61,554.28,2388.01,9060.37,47.24,521.7,2388.04,8145.12,8.4116,0.03,392,2388,100.0,39.0,23.2791,111,642.184,642.2728342026732,0.2699999999999818,-0.381835667419117
78,51,-0.0033,0.0003,100.0,642.39,1585.03,1401.62,21.61,554.24,2388.08,9059.89,47.33,522.98,2388.04,8145.05,8.4074,0.03,391,2388,100.0,39.14,23.3952,180,641.99,642.1008233543994,0.75,-0.5818192083994627
84,99,-0.0033,-0.0003,100.0,642.52,1589.08,1411.07,21.61,553.52,2388.1,9048.14,47.6,521.27,2388.19,8127.49,8.4284,0.03,394,2388,100.0,38.85,23.3263,168,642.8520000000001,642.8292458827135,-0.7699999999999818,-0.3218406051250815
91,121,-0.0029,0.0002,100.0,643.76,1601.18,1428.75,21.61,551.92,2388.2,9049.7,47.99,520.02,2388.25,8125.93,8.4902,0.03,394,2388,100.0,38.44,23.1475,14,643.5540000000001,643.5496858630991,0.7100000000000364,2.157955303030658
18,166,-0.0002,0.0004,100.0,642.64,1591.74,1414.9,21.61,554.0,2388.07,9128.98,47.84,521.97,2388.05,8203.99,8.4689,0.03,395,2388,100.0,38.69,23.2631,29,642.6899999999999,642.7262241230685,-0.4199999999999591,-0.0818603559487123
41,49,0.0005,0.0005,100.0,642.86,1588.91,1410.01,21.61,554.1,2388.02,9065.53,47.22,522.32,2388.04,8146.76,8.4205,0.03,391,2388,100.0,38.85,23.3819,167,642.3320000000001,642.4330209104602,0.3899999999999863,0.3581034342080025
73,60,0.0017,0.0001,100.0,643.16,1591.75,1410.59,21.61,553.13,2388.18,9033.06,47.54,521.11,2388.19,8118.41,8.478,0.03,393,2388,100.0,38.83,23.3096,153,642.902,642.9665439067427,0.3999999999999772,0.958054057148812
92,297,0.0017,-0.0003,100.0,643.22,1594.91,1419.0,21.61,552.32,2388.19,9103.15,47.75,521.09,2388.15,8168.53,8.4824,0.03,396,2388,100.0,38.36,23.3614,44,642.9720000000001,643.05626952229,0.2799999999999727,1.0780441817371105
8,142,-0.0001,-0.0004,100.0,643.23,1601.14,1427.03,21.61,551.86,2388.29,9042.15,48.17,519.92,2388.29,8119.23,8.5348,0.03,395,2388,100.0,38.48,23.0716,8,643.336,643.3437638623975,-0.2300000000000182,1.0980425358351222
69,217,-0.0023,-0.0001,100.0,642.95,1587.59,1402.82,21.61,554.38,2388.12,9064.84,47.69,520.94,2388.12,8134.92,8.4358,0.03,395,2388,100.0,38.88,23.3194,145,642.9440000000001,642.9213009697606,-0.0799999999999272,0.5380886210903364
99,13,0.0024,-0.0003,100.0,642.61,1582.63,1401.53,21.61,554.26,2388.05,9057.7,47.26,522.52,2388.05,8143.03,8.4046,0.03,392,2388,100.0,39.04,23.398,172,642.1299999999999,642.2492465110638,0.4199999999999591,-0.1418554182427478
67,68,0.0005,0.0005,100.0,642.01,1590.53,1400.86,21.61,553.61,2388.02,9060.67,47.5,521.81,2388.08,8145.25,8.4107,0.03,393,2388,100.0,39.15,23.3811,245,642.324,642.3237932772333,-0.5800000000000409,-1.3417566641245942
90,125,0.0037,0.0005,100.0,642.93,1588.73,1411.49,21.61,552.48,2388.14,9048.11,47.66,521.23,2388.16,8129.92,8.4446,0.03,393,2388,100.0,38.76,23.1758,29,642.5580000000001,642.6957719526093,0.4199999999999591,0.4980919128940853
24,13,0.003,-0.0001,100.0,642.54,1583.57,1406.37,21.61,554.01,2387.99,9060.8,47.27,521.95,2388.04,8142.55,8.4126,0.03,394,2388,100.0,38.8,23.4197,134,642.428,642.5144284621683,-0.07000000000005,-0.2818438969290579
48,210,-0.0022,-0.0005,100.0,642.71,1600.12,1417.16,21.61,552.69,2388.06,9161.25,47.65,521.02,2388.09,8224.14,8.4822,0.03,394,2388,100.0,38.68,23.1974,21,642.924,642.8717388200826,-0.1200000000000045,0.0581281227375978
96,244,-0.0038,0.0002,100.0,643.05,1590.19,1403.31,21.61,552.63,2388.09,9061.4,47.52,521.81,2388.15,8140.08,8.4501,0.03,394,2388,100.0,38.81,23.1947,92,642.6479999999999,642.6865525683445,0.7799999999999727,0.7380721620704546
62,60,0.0006,0.0006,100.0,642.48,1590.01,1400.12,21.61,552.69,2388.13,9058.95,47.6,521.44,2388.13,8136.98,8.4901,0.03,392,2388,100.0,38.78,23.2481,120,642.756,642.7358014939964,-0.1899999999999408,-0.4018340215171289
63,92,0.0026,0.0003,100.0,642.37,1592.27,1408.12,21.61,553.74,2388.09,9068.32,47.53,521.35,2388.06,8147.29,8.4347,0.03,392,2388,100.0,38.76,23.2929,82,642.554,642.5718889672621,-0.4700000000000273,-0.6218159165954863
